edge,count,name,shape,edge_length,cycle_roads,main_roads,small_roads,school_distance
"(1561408777, 1562167351)",18,Suderstraße,"{""type"":""LineString"",""coordinates"":[[8.2287917,50.01747],[8.2289238,50.0175109],[8.2292456,50.0176111],[8.229397,50.0176748],[8.2294662,50.017709]]}",0.055,0,0,1,1.492
"(257405749, 1613556099)",18,,"{""type"":""LineString"",""coordinates"":[[8.2346409,49.9792645],[8.2347286,49.9786383],[8.2347688,49.9780726],[8.2347666,49.9780124],[8.2347489,49.9779503],[8.2347212,49.9778944],[8.2346672,49.9778325],[8.2345809,49.9777325],[8.23455,49.9776712],[8.2345191,49.9775931],[8.2345044,49.9775421]]}",0.196,1,0,0,2.693
"(244213559, 31272756)",18,Bürgermeister-Schmitt-Straße,"{""type"":""LineString"",""coordinates"":[[8.2789872,49.963182],[8.2785405,49.9632843]]}",0.034,0,1,0,0.149
"(255403678, 6788633304)",18,Am Judensand,"{""type"":""LineString"",""coordinates"":[[8.2420929,50.008033],[8.2415494,50.0077684]]}",0.049,0,0,1,0.09
"(435208887, 435208877)",18,,"{""type"":""LineString"",""coordinates"":[[8.2339938,49.980807],[8.2336215,49.9813666],[8.2330955,49.9820352],[8.232337,49.9828416]]}",0.256,1,0,0,2.395
"(255457989, 6987010797)",18,Meixlerstraße,"{""type"":""LineString"",""coordinates"":[[8.2267682,50.0202156],[8.2280222,50.0205448]]}",0.097,0,0,1,1.803
"(1561816342, 10882880548)",18,Liebigstraße,"{""type"":""LineString"",""coordinates"":[[8.2346226,50.0188705],[8.2346949,50.0189434],[8.2347612,50.0190187],[8.2348214,50.019096],[8.2348939,50.0192056],[8.2350671,50.0195345],[8.2351608,50.019697]]}",0.1,0,1,0,1.391
"(3454612863, 1576803160)",18,Anna-Birle-Straße,"{""type"":""LineString"",""coordinates"":[[8.2778691,50.0238462],[8.2779265,50.0239227],[8.2781307,50.0241947],[8.2785318,50.0247267]]}",0.109,0,0,0,0.454
"(529572, 529595)",18,Weißliliengasse,"{""type"":""LineString"",""coordinates"":[[8.2697993,49.9979271],[8.2698087,49.9979235],[8.2698625,49.9978962]]}",0.006,0,1,0,0.067
"(255323751, 255323752)",18,Lahnstraße,"{""type"":""LineString"",""coordinates"":[[8.2548668,50.0144137],[8.2555771,50.0149939],[8.2555923,50.0150063]]}",0.084,0,0,1,1.066
"(1758655406, 117415967)",18,Ulrichstraße,"{""type"":""LineString"",""coordinates"":[[8.24004,49.9832625],[8.2401185,49.9832548],[8.2401976,49.9832484],[8.240266,49.9832474],[8.240348,49.9832568],[8.2408267,49.9834083]]}",0.06,0,0,1,2.123
"(256068150, 2291185136)",18,,"{""type"":""LineString"",""coordinates"":[[8.2235135,49.9962011],[8.2235819,49.9961657],[8.2238396,49.9961085]]}",0.026,1,0,0,1.827
"(27150607, 27150641)",18,Am Ostergraben,"{""type"":""LineString"",""coordinates"":[[8.2339616,49.9844389],[8.2341958,49.9842595],[8.2344689,49.9840474]]}",0.057,0,0,0,2.184
"(4579455572, 36511796)",18,Jakob-Schick-Straße,"{""type"":""LineString"",""coordinates"":[[8.2868291,50.0165043],[8.2866771,50.0165836],[8.2864101,50.0166996],[8.2856974,50.0169931]]}",0.098,0,0,1,0.96
"(708078034, 30652182)",18,Am Schützenweg,"{""type"":""LineString"",""coordinates"":[[8.2339654,50.0142284],[8.2337525,50.0139752],[8.2335889,50.0137731]]}",0.057,0,1,0,0.97
"(7101318636, 1288912435)",18,Petersweg,"{""type"":""LineString"",""coordinates"":[[8.2805871,50.0164349],[8.2805447,50.0159755],[8.280523,50.0157551]]}",0.076,0,0,1,0.693
"(244026596, 244212490)",18,Am Schinnergraben,"{""type"":""LineString"",""coordinates"":[[8.2758935,49.9679886],[8.2766234,49.9675248],[8.277889,49.9667959],[8.27863,49.9663649],[8.2787758,49.9663238]]}",0.278,0,0,1,0.44
"(255449743, 255449738)",18,Quellwiesstraße,"{""type"":""LineString"",""coordinates"":[[8.2290663,50.0222822],[8.228906,50.0220663]]}",0.027,0,0,1,1.906
"(7007791051, 2572601052)",18,Wormser Straße,"{""type"":""LineString"",""coordinates"":[[8.2976255,49.9867656],[8.297389,49.9869063],[8.2972931,49.9869648]]}",0.032,0,1,0,0.746
"(1808452765, 192090165)",18,Grauelstraße,"{""type"":""LineString"",""coordinates"":[[8.2798868,49.9579932],[8.2798022,49.957869],[8.2793795,49.9574927],[8.2788858,49.9568638]]}",0.145,0,0,1,0.331
"(769866806, 1655214531)",18,Geschwister-Scholl-Straße,"{""type"":""LineString"",""coordinates"":[[8.2662963,49.986248],[8.2662508,49.9862936],[8.2662022,49.9863346]]}",0.012,0,1,0,1.247
"(5370019921, 1303988946)",18,Drususwall,"{""type"":""LineString"",""coordinates"":[[8.2703556,49.9913445],[8.2702727,49.9913639]]}",0.006,1,0,0,0.664
"(168458893, 181313094)",18,Generaloberst-Beck-Straße,"{""type"":""LineString"",""coordinates"":[[8.266671,49.9763495],[8.2664056,49.9763598]]}",0.019,0,0,1,1.691
"(26815007, 471549974)",18,Ackermannweg,"{""type"":""LineString"",""coordinates"":[[8.2323424,49.988902],[8.2321281,49.9888642],[8.2320251,49.9888441]]}",0.024,0,0,0,1.822
"(255326647, 30699146)",18,Taunusstraße,"{""type"":""LineString"",""coordinates"":[[8.2672106,50.0110562],[8.2670954,50.0111495]]}",0.013,0,0,1,0.356
"(8917652726, 255127790)",18,Eichenstraße,"{""type"":""LineString"",""coordinates"":[[8.3020295,50.006949],[8.3023337,50.0069888],[8.3032586,50.0070986],[8.3036783,50.0071484],[8.3040741,50.0071954],[8.3042753,50.0072193],[8.3047213,50.0072722]]}",0.196,0,0,1,2.307
"(57516990, 57517286)",18,Ludwig-Nauth-Straße,"{""type"":""LineString"",""coordinates"":[[8.237326,49.9805999],[8.238052,49.9807329],[8.2383193,49.9807726],[8.2384794,49.9807814],[8.2386581,49.9807726],[8.2388727,49.9807309]]}",0.114,0,1,0,2.445
"(530022, 202846012)",18,Zahlbacher Steig,"{""type"":""LineString"",""coordinates"":[[8.2538501,49.988207],[8.2536805,49.9882491],[8.2536726,49.9882526],[8.2535516,49.9882985]]}",0.024,0,1,0,1.518
"(256514145, 697253689)",18,Schlesische Straße,"{""type"":""LineString"",""coordinates"":[[8.2587193,49.9886262],[8.2590726,49.988885]]}",0.038,0,0,1,1.205
"(256521182, 256521169)",18,Stahlbergstraße,"{""type"":""LineString"",""coordinates"":[[8.259461,49.9893067],[8.2591342,49.9890525],[8.2591518,49.9890157]]}",0.041,0,0,1,1.151
"(1936305337, 308954439)",18,Am Viktorstift,"{""type"":""LineString"",""coordinates"":[[8.2955846,49.9842008],[8.2961976,49.9838801],[8.2965359,49.9836943]]}",0.088,0,0,1,0.417
"(173948284, 256061100)",18,Kantstraße,"{""type"":""LineString"",""coordinates"":[[8.2377649,49.9966759],[8.2377995,49.9966263],[8.2379311,49.9963599]]}",0.037,0,0,1,0.922
"(254808672, 254808675)",18,Bodenheimer Straße,"{""type"":""LineString"",""coordinates"":[[8.2847923,49.9704919],[8.2854004,49.9701256],[8.2855713,49.969997],[8.2857608,49.9698234],[8.2858883,49.9696999],[8.286101,49.9694448],[8.2862247,49.9692863],[8.2862849,49.9691812]]}",0.183,0,0,1,1.002
"(11413650514, 1413508720)",18,Rheinallee,"{""type"":""LineString"",""coordinates"":[[8.2670282,50.009667],[8.2671254,50.0096353],[8.2671475,50.0096282],[8.2673412,50.009575],[8.2674571,50.0095416]]}",0.034,0,1,0,0.21
"(510589699, 510589701)",18,Hans-Böckler-Straße,"{""type"":""LineString"",""coordinates"":[[8.2385904,49.9755479],[8.238063,49.9754278]]}",0.04,0,0,0,3.006
"(254814201, 712961362)",18,Kelterweg,"{""type"":""LineString"",""coordinates"":[[8.2881681,49.9657549],[8.2882976,49.9657967],[8.2883441,49.9658156],[8.2884808,49.9658517]]}",0.025,0,0,1,0.89
"(697205546, 529593)",18,Eppichmauergasse,"{""type"":""LineString"",""coordinates"":[[8.2707735,49.9973141],[8.2708827,49.9973678]]}",0.01,0,0,1,0.081
"(1836665441, 255328306)",18,Binger Straße,"{""type"":""LineString"",""coordinates"":[[8.2575736,49.999119],[8.2575132,49.9991044],[8.2573344,49.9990633]]}",0.018,0,0,0,0.711
"(6944819464, 3397017862)",18,Am Gautor,"{""type"":""LineString"",""coordinates"":[[8.2668517,49.993526],[8.266936,49.9936508]]}",0.015,0,0,0,0.451
"(1181193306, 27296090)",18,Heidelbergerfaßgasse,"{""type"":""LineString"",""coordinates"":[[8.2659825,50.0028961],[8.2658039,50.0029695]]}",0.015,0,0,1,0.636
"(255329827, 255329334)",18,Am Taubertsberg,"{""type"":""LineString"",""coordinates"":[[8.2503496,49.9984238],[8.2499022,49.9983956],[8.2496131,49.9983865]]}",0.053,0,0,1,0.415
"(290691139, 434351636)",18,Franz-August-Becker-Straße,"{""type"":""LineString"",""coordinates"":[[8.231308,50.0081044],[8.2313948,50.0078535],[8.231399,50.0077808],[8.2313776,50.0077207],[8.2313377,50.0076608],[8.2312627,50.0076137],[8.2308333,50.0074212],[8.2306585,50.007341]]}",0.111,0,0,1,0.841
"(158651946, 160472696)",18,Galileo-Galilei-Straße,"{""type"":""LineString"",""coordinates"":[[8.2582508,49.9624083],[8.2579812,49.9609459]]}",0.164,0,0,0,1.158
"(265838349, 801130219)",18,August-Horch-Straße,"{""type"":""LineString"",""coordinates"":[[8.2534291,49.9601485],[8.2529007,49.9611028]]}",0.113,0,0,0,1.504
"(10049500957, 10766206552)",18,Rheinstraße,"{""type"":""LineString"",""coordinates"":[[8.28221,49.9930672],[8.2821143,49.9931811],[8.2820514,49.9932557]]}",0.024,0,1,0,0.997
"(130123513, 41160287)",18,Kloberstraße,"{""type"":""LineString"",""coordinates"":[[8.2847828,50.0071293],[8.2851355,50.0073111]]}",0.032,0,0,1,1.076
"(5393835382, 34470113)",18,Unterer Michelsbergweg,"{""type"":""LineString"",""coordinates"":[[8.2905339,49.9894617],[8.289818,49.9897683]]}",0.061,0,0,1,1.175
"(260563957, 261133848)",18,"['Pfarrer-Brantzen-Straße', 'Agnes-Karll-Straße']","{""type"":""LineString"",""coordinates"":[[8.2213532,50.0080855],[8.221791,50.0081411],[8.221903,50.0081553],[8.22201,50.0081693],[8.2224897,50.0082304],[8.2231702,50.008317],[8.2232517,50.0083274],[8.223308,50.0083346],[8.2234139,50.0083481],[8.2234309,50.0083932],[8.2234014,50.0085577],[8.2233276,50.0088642]]}",0.208,0,0,1,1.414
"(282538466, 614492369)",18,Dampfbahnweg,"{""type"":""LineString"",""coordinates"":[[8.2595817,49.9761726],[8.2602131,49.9765113]]}",0.059,1,0,0,1.944
"(183416388, 183416381)",18,Immenhof,"{""type"":""LineString"",""coordinates"":[[8.234958,49.9721646],[8.2351501,49.9722951],[8.235346,49.9724282]]}",0.04,0,0,1,3.05
"(34580642, 1461523489)",18,Otto-Wels-Straße,"{""type"":""LineString"",""coordinates"":[[8.2965454,49.9788446],[8.2965013,49.9788163],[8.295728,49.9783198]]}",0.083,0,0,1,0.117
"(255589109, 2331107725)",18,Am Hipperich,"{""type"":""LineString"",""coordinates"":[[8.2156472,50.0194333],[8.2151416,50.0193869]]}",0.036,0,0,1,2.368
"(255465217, 6989325209)",18,Sandweg,"{""type"":""LineString"",""coordinates"":[[8.2282348,50.0160508],[8.2279086,50.016505]]}",0.056,0,0,1,1.423
"(261672446, 1561863245)",18,,"{""type"":""LineString"",""coordinates"":[[8.2314392,50.0002441],[8.2312195,50.0002484]]}",0.016,1,0,0,1.129
"(26773615, 26773616)",18,,"{""type"":""LineString"",""coordinates"":[[8.3022585,49.9937491],[8.302083,49.9936254],[8.3021185,49.9934224],[8.3023775,49.9933448]]}",0.062,1,0,0,1.511
"(243047101, 220123351)",18,Bahnweg,"{""type"":""LineString"",""coordinates"":[[8.2724796,49.9712232],[8.2721377,49.9714703],[8.2719368,49.9716485],[8.2718085,49.9717718],[8.2716936,49.9719038],[8.271529,49.9721176],[8.2715104,49.9721573],[8.271509,49.9722026],[8.2715246,49.9722348]]}",0.135,0,0,1,1.007
"(34582556, 251435211)",18,Heinrich-Schrohe-Straße,"{""type"":""LineString"",""coordinates"":[[8.2953943,49.9781991],[8.2955808,49.9780146],[8.2956591,49.9778726],[8.2957049,49.9774726],[8.2957328,49.9773875],[8.2958085,49.9772574],[8.2959658,49.9770575],[8.296265,49.9767669],[8.2965613,49.9765919],[8.2967885,49.9764635],[8.2970046,49.9764003]]}",0.242,0,0,1,0.009
"(6972668399, 144603003)",18,Friedrich-Koenig-Straße,"{""type"":""LineString"",""coordinates"":[[8.2684297,49.9672313],[8.2684177,49.9667438]]}",0.054,0,0,0,0.732
"(6989916463, 31350714)",18,Laubenheimer Straße,"{""type"":""LineString"",""coordinates"":[[8.2972866,49.9749687],[8.2966649,49.9754135],[8.2962244,49.9757117]]}",0.112,0,0,1,0.125
"(7790712509, 7790712514)",18,Heiligkreuzweg,"{""type"":""LineString"",""coordinates"":[[8.2820104,49.9758852],[8.2816321,49.9758402]]}",0.028,0,1,0,1.014
"(7790712509, 7790712514)",18,Heiligkreuzweg,"{""type"":""LineString"",""coordinates"":[[8.2820104,49.9758852],[8.2816321,49.9758402]]}",0.028,0,1,0,1.014
"(1931996764, 457483695)",18,Rheinallee,"{""type"":""LineString"",""coordinates"":[[8.23545,50.0236314],[8.235116,50.023737]]}",0.027,0,1,0,1.853
"(8665970993, 1051469818)",18,Wormser Straße,"{""type"":""LineString"",""coordinates"":[[8.3013393,49.9847006],[8.3025369,49.9841692]]}",0.104,0,1,0,0.561
"(6550933386, 130248379)",18,Gürtlerstraße,"{""type"":""LineString"",""coordinates"":[[8.2386062,49.9727632],[8.2385901,49.9727376],[8.2385869,49.9727139],[8.2386,49.9726872],[8.2386195,49.972657],[8.2387059,49.9725495],[8.2388051,49.9724206],[8.2389929,49.9721752]]}",0.072,1,0,1,2.801
"(7174637064, 243321456)",18,Hechtsheimer Straße,"{""type"":""LineString"",""coordinates"":[[8.2775238,49.9822309],[8.2775612,49.9822601],[8.2779547,49.982285],[8.2780386,49.9822786],[8.278104,49.9822643],[8.2782666,49.9822075],[8.2783578,49.9821757],[8.2783669,49.9821725]]}",0.065,0,0,1,1.378
"(6769713354, 2574098481)",18,Martin-Luther-Straße,"{""type"":""LineString"",""coordinates"":[[8.2774342,49.9833038],[8.2768988,49.983450499999996],[8.2763552,49.9835995]]}",0.084,0,0,1,1.492
"(27296110, 697194413)",18,Zanggasse,"{""type"":""LineString"",""coordinates"":[[8.2655598,50.0015323],[8.2654795,50.0015571]]}",0.006,0,0,1,0.553
"(160473815, 6203400791)",18,Carl-Zeiss-Straße,"{""type"":""LineString"",""coordinates"":[[8.2528019,49.9618044],[8.2531257,49.9618723]]}",0.024,0,0,0,1.52
"(530022, 530023)",18,Zahlbacher Steig,"{""type"":""LineString"",""coordinates"":[[8.2538501,49.988207],[8.2539602,49.9882126],[8.2540795,49.9882472]]}",0.017,0,1,0,1.503
"(256037192, 410164492)",18,,"{""type"":""LineString"",""coordinates"":[[8.2204774,50.0021761],[8.2203413,50.0023575],[8.2202497,50.0024631]]}",0.036,0,0,1,1.725
"(8645232788, 11262525214)",18,Alicenstraße,"{""type"":""LineString"",""coordinates"":[[8.2599518,50.0010504],[8.2599602,50.0010088]]}",0.005,0,0,0,0.805
"(308954433, 31272820)",18,Heiligkreuzweg,"{""type"":""LineString"",""coordinates"":[[8.2967051,49.9819225],[8.2965781,49.9818056],[8.2964178,49.9816314],[8.2963881,49.9815806],[8.2963222,49.9814681]]}",0.058,0,1,0,0.197
"(353107397, 255992416)",18,Obere Zahlbacher Straße,"{""type"":""LineString"",""coordinates"":[[8.2663084,49.9926583],[8.2662586,49.992646],[8.2662143,49.9926351],[8.2661703,49.9926243]]}",0.011,0,0,1,0.571
"(6969100169, 254502680)",18,Mainzer Straße,"{""type"":""LineString"",""coordinates"":[[8.2133916,50.0003054],[8.2139611,50.0004092]]}",0.042,0,1,0,2.231
"(593855154, 1780555835)",18,Am Obstgarten,"{""type"":""LineString"",""coordinates"":[[8.2200331,50.0146522],[8.2198201,50.0143847]]}",0.033,0,0,1,1.831
"(6472501543, 457483695)",18,Auenstraße,"{""type"":""LineString"",""coordinates"":[[8.2354953,50.0237332],[8.2354615,50.0237292],[8.2354174,50.0237262],[8.235369,50.0237273],[8.235116,50.023737]]}",0.027,0,0,0,1.863
"(6788633335, 6788633338)",18,Watfordstraße,"{""type"":""LineString"",""coordinates"":[[8.232804,49.9994328],[8.2321811,49.9993261]]}",0.046,0,0,1,1.1
"(256513445, 290470308)",18,Trajanstraße,"{""type"":""LineString"",""coordinates"":[[8.2628369,49.9951199],[8.2628395,49.9951442],[8.2628288,49.9951685],[8.2622977,49.9956188]]}",0.068,0,0,1,0.543
"(255407574, 3956873331)",18,Hartmühlenweg,"{""type"":""LineString"",""coordinates"":[[8.2353576,50.0098067],[8.2353123,50.0097562],[8.235254,50.0097155],[8.2349838,50.0095928],[8.2348781,50.009556],[8.2348065,50.0095311],[8.2347593,50.0095147]]}",0.055,0,0,1,0.61
"(603388668, 5344923277)",18,Carl-Benz-Straße,"{""type"":""LineString"",""coordinates"":[[8.2704286,49.9808355],[8.2701602,49.9808084]]}",0.019,0,0,1,1.836
"(26815013, 5602628670)",18,Ackermannweg,"{""type"":""LineString"",""coordinates"":[[8.234424,49.9893256],[8.2348493,49.9894121],[8.2349415,49.9894313]]}",0.039,0,0,0,1.666
"(145587790, 6972668392)",18,Dekan-Laist-Straße,"{""type"":""LineString"",""coordinates"":[[8.2549962,49.9634681],[8.255084,49.9634675],[8.2551855,49.96348],[8.2552835,49.9635072],[8.2557188,49.9636674],[8.2560734,49.9637979],[8.2565703,49.9639807]]}",0.127,0,0,0,1.305
"(57517267, 27150661)",18,Martin-Kirchner-Straße,"{""type"":""LineString"",""coordinates"":[[8.2382087,49.9824952],[8.2402611,49.9821474],[8.2404963,49.9821055],[8.2405561,49.9821038],[8.2406068,49.9821137]]}",0.177,0,0,1,2.266
"(264942237, 611482674)",18,Krähenweg,"{""type"":""LineString"",""coordinates"":[[8.2554224,49.9806657],[8.2556143,49.9807982]]}",0.02,1,0,0,2.095
"(1383604489, 2905455373)",18,Landwehrweg,"{""type"":""LineString"",""coordinates"":[[8.2590844,49.9889682],[8.2589875,49.989026],[8.2583844,49.9894059],[8.2577812,49.9897858]]}",0.13,0,0,1,1.193
"(257059210, 258569580)",18,Im Borner Grund,"{""type"":""LineString"",""coordinates"":[[8.2227894,49.9595824],[8.2228273,49.9595578],[8.2229075,49.9595374],[8.2230413,49.9595377],[8.2232939,49.9595716],[8.2242521,49.9596995]]}",0.108,0,1,0,1.883
"(4296817330, 266034176)",18,Am Alten Weg,"{""type"":""LineString"",""coordinates"":[[8.2340385,49.9619598],[8.2343334,49.9620776],[8.2343636,49.9620923],[8.2343996,49.9621195],[8.2344066,49.9621671],[8.2343696,49.9622056],[8.2343095,49.9622278],[8.2342443,49.9622235],[8.233945,49.9620914],[8.233919,49.9620491],[8.2339187,49.9620089],[8.2339844,49.9619382]]}",0.096,0,0,1,2.699
"(256052872, 254277688)",18,Am Gonsenheimer Spieß,"{""type"":""LineString"",""coordinates"":[[8.2421639,49.9973615],[8.2418901,49.9984071]]}",0.118,0,0,1,0.573
"(690987029, 26814998)",18,Duesbergweg,"{""type"":""LineString"",""coordinates"":[[8.2306682,49.9927289],[8.2307246,49.9927774],[8.2308147,49.9928407],[8.2308903,49.9928732],[8.231081,49.9929172],[8.2318586,49.9930782],[8.2320293,49.9931319],[8.2322594,49.9932282],[8.2323891,49.993296]]}",0.141,0,0,1,1.459
"(256061102, 1564413017)",18,Kantstraße,"{""type"":""LineString"",""coordinates"":[[8.2382279,49.9957691],[8.2383309,49.9955647],[8.2384112,49.9954086]]}",0.042,0,0,1,0.966
"(145586972, 145586973)",18,Dekan-Laist-Straße,"{""type"":""LineString"",""coordinates"":[[8.2580959,49.9645472],[8.2587571,49.9647737],[8.2598824,49.9651981]]}",0.147,0,0,0,1.119
"(1561805959, 1561805960)",18,Körnerstraße,"{""type"":""LineString"",""coordinates"":[[8.2314388,50.0207461],[8.2317736,50.0214822]]}",0.085,0,0,1,1.687
"(201861834, 2166219496)",18,Georg-Fahrbach-Straße,"{""type"":""LineString"",""coordinates"":[[8.2710888,49.9746536],[8.2711126,49.9746313],[8.2711293,49.9746203],[8.2711392,49.974614],[8.2711926,49.9745865],[8.2713019,49.9745444],[8.2713876,49.9746235],[8.2714399,49.9746255],[8.2735693,49.9747071],[8.2736183,49.9747088]]}",0.19,0,0,1,1.368
"(208895529, 233107002)",18,Birkenstraße,"{""type"":""LineString"",""coordinates"":[[8.2718498,49.9672835],[8.2730719,49.9676609]]}",0.097,0,0,1,0.62
"(255619141, 2329905734)",18,Westring,"{""type"":""LineString"",""coordinates"":[[8.213033,50.0153059],[8.2130588,50.0154589],[8.213099,50.0156247],[8.2131354,50.0157022]]}",0.045,0,0,1,2.319
"(266039640, 6976249751)",18,Zum Knechelsberg,"{""type"":""LineString"",""coordinates"":[[8.2317504,49.963735],[8.2317102,49.9637494],[8.2315954,49.9637651],[8.2314714,49.9637524],[8.2313948,49.9637291]]}",0.027,0,0,1,2.553
"(2252713667, 2252997110)",18,Steinern Straße,"{""type"":""LineString"",""coordinates"":[[8.2942452,50.0125607],[8.2941375,50.012514],[8.2940918,50.0124932]]}",0.013,0,0,1,1.729
"(529472, 529475)",18,Saarstraße,"{""type"":""LineString"",""coordinates"":[[8.2277101,49.9928272],[8.227065,49.9927105],[8.2267668,49.9926582],[8.2261981,49.992557],[8.2250438,49.9923478],[8.2230341,49.9920025],[8.2221153,49.9918451],[8.2210149,49.9916705],[8.2201712,49.9915506]]}",0.557,0,1,0,1.754
"(255382553, 255382007)",18,Barbarossaring,"{""type"":""LineString"",""coordinates"":[[8.2516903,50.009027],[8.251816,50.0089213]]}",0.015,0,1,0,0.545
"(1224474393, 255380083)",18,Rhabanusstraße,"{""type"":""LineString"",""coordinates"":[[8.2593003,50.0037004],[8.2590404,50.0038098]]}",0.022,0,0,1,0.757
"(5251996662, 256514279)",18,Am Fort Mariaborn,"{""type"":""LineString"",""coordinates"":[[8.2634315,49.985239],[8.2626579,49.9856408]]}",0.071,0,0,1,1.392
"(697195464, 27362740)",18,,"{""type"":""LineString"",""coordinates"":[[8.2620113,49.9980516],[8.2620333,49.9980275],[8.2620396,49.9980207],[8.2621521,49.9978978]]}",0.02,1,0,0,0.539
"(4147567674, 701764856)",18,Dalheimer Weg,"{""type"":""LineString"",""coordinates"":[[8.2283965,49.9872791],[8.2293548,49.9874519],[8.2294116,49.9874248],[8.2300648,49.9863152]]}",0.208,1,0,0,2.081
"(3900428033, 254277683)",18,Am Gonsenheimer Spieß,"{""type"":""LineString"",""coordinates"":[[8.2403639,49.9988731],[8.2407149,49.9987647]]}",0.028,0,0,1,0.613
"(256165326, 6780552132)",18,Hintere Christofsgasse,"{""type"":""LineString"",""coordinates"":[[8.2736933,50.0018031],[8.2736254,50.0018052],[8.2735261,50.0018107],[8.2734424,50.0018145],[8.273406,50.0018138],[8.2733619,50.0018075],[8.2733237,50.0018]]}",0.027,0,0,1,0.565
"(8197436112, 742816827)",18,Emy-Roeder-Straße,"{""type"":""LineString"",""coordinates"":[[8.2767956,49.9752266],[8.276465,49.9751819],[8.2763151,49.9751616],[8.2760793,49.9751304],[8.2757348,49.9751002]]}",0.077,0,1,0,1.394
"(529512283, 529512284)",18,Eichendorffstraße,"{""type"":""LineString"",""coordinates"":[[8.235851,49.9950902],[8.2362874,49.9951797],[8.2365778,49.9952393]]}",0.055,0,0,1,1.092
"(6448532817, 31348203)",18,Weberstraße,"{""type"":""LineString"",""coordinates"":[[8.2921794,49.9774608],[8.2916394,49.9772651]]}",0.044,0,0,0,0.276
"(6830673652, 201330711)",18,Wiesbadener Straße,"{""type"":""LineString"",""coordinates"":[[8.2775541,50.014414],[8.2771249,50.0149007]]}",0.062,0,1,0,0.688
"(6830826120, 6873159427)",18,"['In der Witz', 'Waldhofstraße']","{""type"":""LineString"",""coordinates"":[[8.2887336,50.0082742],[8.2892937,50.008072],[8.2894739,50.0080099],[8.2896922,50.0079328],[8.2898381,50.007884],[8.2901642,50.0077749],[8.2901955,50.0077699],[8.2902945,50.0077541],[8.2904475,50.0077508],[8.2906251,50.0077925],[8.2906744,50.0078102]]}",0.154,0,0,1,1.352
"(6734554838, 6734554846)",18,Am Fort Gonsenheim,"{""type"":""LineString"",""coordinates"":[[8.2350879,50.0013668],[8.2351479,50.0013958],[8.235421,50.0015474]]}",0.031,0,1,0,0.811
"(255458784, 4870491899)",18,Turnerstraße,"{""type"":""LineString"",""coordinates"":[[8.2259834,50.0219418],[8.2262049,50.0219624],[8.2262745,50.0219688]]}",0.021,0,0,1,2.005
"(208519476, 3899407608)",18,Am Fort Gonsenheim,"{""type"":""LineString"",""coordinates"":[[8.2382626,50.0021458],[8.2381786,50.0021242]]}",0.006,0,1,0,0.606
"(253750818, 253750809)",18,Schlossergasse,"{""type"":""LineString"",""coordinates"":[[8.2775077,49.9974118],[8.2770852,49.9979466]]}",0.067,0,0,1,0.538
"(107830707, 353947926)",18,Philippsring,"{""type"":""LineString"",""coordinates"":[[8.2863147,50.006248],[8.2862019,50.0062371],[8.2860461,50.0062258],[8.2858885,50.0062224],[8.28575,50.0062256]]}",0.041,0,1,0,1.159
"(287986448, 287986504)",18,,"{""type"":""LineString"",""coordinates"":[[8.2320478,49.9650845],[8.2316375,49.9651347],[8.2310843,49.9652157],[8.2307082,49.965283],[8.2297618,49.9655288],[8.2292425,49.965671],[8.2288888,49.9657679],[8.2283239,49.965953],[8.2277701,49.9661701],[8.227054,49.9663914],[8.226765,49.9664875],[8.2267082,49.9665381]]}",0.418,1,0,0,2.319
"(415981990, 11197181625)",18,Gleisbergweg,"{""type"":""LineString"",""coordinates"":[[8.2263267,50.0036699],[8.2262124,50.0036503],[8.2255436,50.0035341],[8.2251259,50.0034536]]}",0.089,0,0,0,1.275
"(205495211, 205495214)",18,Neue Rheingaustraße,"{""type"":""LineString"",""coordinates"":[[8.2795303,49.9709445],[8.2814741,49.9713659],[8.2815575,49.9713714]]}",0.153,0,0,1,0.951
"(8682387702, 7472262467)",18,Hegelstraße,"{""type"":""LineString"",""coordinates"":[[8.2305585,49.9947976],[8.2306823,49.9948428],[8.2307522,49.9948673]]}",0.016,0,0,1,1.447
"(264522706, 264525065)",18,Goldenluftgasse,"{""type"":""LineString"",""coordinates"":[[8.2705268,49.9958776],[8.2707736,49.9957166],[8.2711466,49.9954803],[8.2713227,49.9954052],[8.2714229,49.9953686]]}",0.086,0,0,1,0.172
"(1587591055, 1587591056)",18,Alfred-Mumbächer-Straße,"{""type"":""LineString"",""coordinates"":[[8.2561621,49.9819799],[8.2559527,49.9822622]]}",0.035,0,0,1,1.941
"(282536921, 282329983)",18,Berliner Straße,"{""type"":""LineString"",""coordinates"":[[8.2669855,49.9811451],[8.2670883,49.9807886]]}",0.04,0,0,1,1.81
"(255380779, 255380778)",18,Uhlandstraße,"{""type"":""LineString"",""coordinates"":[[8.252857,50.0080219],[8.2528436,50.0080119],[8.2528237,50.007997],[8.2524595,50.0077017]]}",0.046,0,0,1,0.512
"(158740845, 2051483987)",18,Morschstraße,"{""type"":""LineString"",""coordinates"":[[8.2805934,49.9561696],[8.280924,49.957301],[8.2810445,49.9578778],[8.2810929,49.958111]]}",0.219,0,0,1,0.392
"(31390444, 31390445)",18,Geschwister-Scholl-Straße,"{""type"":""LineString"",""coordinates"":[[8.2690057,49.9806695],[8.2691321,49.9806836],[8.2691676,49.9806876],[8.2692846,49.9807006]]}",0.02,0,0,1,1.85
