edge,count,name,shape,edge_length,cycle_roads,main_roads,small_roads,school_distance
"(75875019, 75860697)",62,An der Fahrt,"{""type"":""LineString"",""coordinates"":[[8.2083332,49.9970118],[8.2083472,49.9969447],[8.2083743,49.9968682],[8.208394,49.9968173],[8.2084223,49.9967735],[8.2084441,49.9967522],[8.2084657,49.9967339],[8.2084927,49.9967147],[8.2085457,49.9966871],[8.2086366,49.9966496],[8.2087806,49.996594],[8.2088084,49.9965787],[8.208835,49.9965541],[8.2088548,49.9965226],[8.2089256,49.9963228],[8.2089337,49.9963117],[8.2089491,49.9962947],[8.2089716,49.996283],[8.2090701,49.9962553]]}",0.106,0,0,0,2.398
"(444868366, 769866804)",62,,"{""type"":""LineString"",""coordinates"":[[8.2671609,49.9850676],[8.2672086,49.9851386],[8.2671961,49.9851575],[8.2667483,49.9858324]]}",0.092,1,0,0,1.295
"(1561998611, 36516087)",62,Weserstraße,"{""type"":""LineString"",""coordinates"":[[8.2180093,50.00307],[8.2180782,50.0029489],[8.2181183,50.0028353],[8.2181467,50.0026879],[8.2181777,50.0024347],[8.2181587,50.0022454],[8.2181031,50.002072],[8.2180298,50.0019167],[8.2179415,50.0017449]]}",0.151,0,1,0,1.863
"(697224365, 8314134800)",62,Nestlestraße,"{""type"":""LineString"",""coordinates"":[[8.2355963,50.0211665],[8.2355572,50.0211713],[8.2353585,50.0211957],[8.2336991,50.0216202],[8.2336557,50.0216311],[8.2336102,50.0216368],[8.2335396,50.021635],[8.2330686,50.0215939]]}",0.191,0,0,1,1.593
"(802464747, 30651574)",62,Josefsstraße,"{""type"":""LineString"",""coordinates"":[[8.2580599,50.0071135],[8.2579964,50.0070486],[8.2575906,50.0066339],[8.2575422,50.0065834]]}",0.07,0,0,1,0.786
"(6550933386, 413688652)",62,,"{""type"":""LineString"",""coordinates"":[[8.2386062,49.9727632],[8.2385765,49.9727759],[8.2385567,49.9727899],[8.2385417,49.9728071],[8.2385336,49.9728243],[8.2385313,49.9728443],[8.23854,49.9728712],[8.238712,49.9731079]]}",0.043,0,0,1,2.855
"(529616, 1913703628)",62,Alte Mainzer Straße,"{""type"":""LineString"",""coordinates"":[[8.2819345,49.9664439],[8.2821123,49.966008],[8.2822534,49.9653884],[8.2821775,49.9650213],[8.2821541,49.9649175],[8.282083,49.9647663],[8.2819544,49.9645514],[8.2817723,49.964325]]}",0.244,0,1,0,0.408
"(264942208, 264942232)",62,Krähenweg,"{""type"":""LineString"",""coordinates"":[[8.2551493,49.9804824],[8.2550374,49.9804104],[8.2547474,49.9803132],[8.2546574,49.9802858]]}",0.042,1,0,0,2.142
"(30691974, 255380078)",62,Bonifaziusplatz,"{""type"":""LineString"",""coordinates"":[[8.2607528,50.0041111],[8.2606979,50.0040546],[8.2604928,50.0038386],[8.2602618,50.0035874],[8.2602213,50.0035341],[8.2602007,50.0034846],[8.2601946,50.0034243],[8.2602123,50.0033669]]}",0.094,0,0,1,0.778
"(10632651524, 529859)",62,Obere Zahlbacher Straße,"{""type"":""LineString"",""coordinates"":[[8.2654045,49.9924218],[8.266035,49.9925872],[8.2661233,49.9926094]]}",0.055,0,0,1,0.581
"(239964734, 1600576703)",62,An der Goldgrube,"{""type"":""LineString"",""coordinates"":[[8.2751597,49.9874988],[8.2746981,49.9874377],[8.2742743,49.9873994],[8.2739798,49.9873972],[8.2737133,49.9874134],[8.27348,49.9874371],[8.2732815,49.987468],[8.2731131,49.9875065]]}",0.149,0,1,0,1.12
"(256510552, 256510546)",62,Am Römerlager,"{""type"":""LineString"",""coordinates"":[[8.2590961,49.9947996],[8.2586879,49.9950604],[8.2584384,49.9952225],[8.2581903,49.9953949],[8.2579502,49.9955708],[8.2578097,49.9956727]]}",0.134,0,0,1,0.805
"(7043669488, 4096890968)",62,Lindenschmitstraße,"{""type"":""LineString"",""coordinates"":[[8.2559329,49.9959751],[8.255879,49.9959448],[8.2558487,49.9959316],[8.2556832,49.9958682]]}",0.022,0,0,1,0.867
"(11828877852, 257945902)",62,,"{""type"":""LineString"",""coordinates"":[[8.22802,49.989603],[8.2279204,49.9897036],[8.2278288,49.9898225],[8.2277681,49.9899146],[8.2277552,49.9899547],[8.2277341,49.9900251]]}",0.052,1,0,0,1.95
"(254503055, 255739502)",62,Breite Straße,"{""type"":""LineString"",""coordinates"":[[8.210191,50.0027703],[8.2098186,50.0026699],[8.2085775,50.0023423]]}",0.125,0,1,0,2.417
"(6816740811, 6816740817)",62,Carl-Zeiss-Straße,"{""type"":""LineString"",""coordinates"":[[8.2648556,49.9628559],[8.2642135,49.9626987],[8.2634965,49.9625256]]}",0.104,0,0,0,0.698
"(6816740811, 6816740817)",62,Carl-Zeiss-Straße,"{""type"":""LineString"",""coordinates"":[[8.2648556,49.9628559],[8.2642135,49.9626987],[8.2634965,49.9625256]]}",0.104,0,0,0,0.698
"(30696849, 323935916)",62,Am Linsenberg,"{""type"":""LineString"",""coordinates"":[[8.2579245,49.9985841],[8.2579372,49.9985537],[8.2580444,49.9982981],[8.2580737,49.9982133]]}",0.043,0,1,0,0.775
"(4163111197, 6246502623)",62,Generaloberst-Beck-Straße,"{""type"":""LineString"",""coordinates"":[[8.2690443,49.9762466],[8.2681751,49.9762697],[8.2679957,49.9762791],[8.2678837,49.9762902]]}",0.083,0,0,1,1.616
"(255465219, 255465222)",62,Am Kleinen Sand,"{""type"":""LineString"",""coordinates"":[[8.2326772,50.0141256],[8.2336097,50.0148053],[8.2336411,50.0148282]]}",0.104,0,0,1,1.044
"(1562167351, 1561408777)",62,Suderstraße,"{""type"":""LineString"",""coordinates"":[[8.2294662,50.017709],[8.229397,50.0176748],[8.2292456,50.0176111],[8.2289238,50.0175109],[8.2287917,50.01747]]}",0.055,0,0,1,1.492
"(254277688, 4329810118)",62,Am Gonsenheimer Spieß,"{""type"":""LineString"",""coordinates"":[[8.2418901,49.9984071],[8.2407925,49.9987411]]}",0.087,0,0,1,0.573
"(1559402980, 145663827)",62,Philippsring,"{""type"":""LineString"",""coordinates"":[[8.2878969,50.0063523],[8.2881318,50.0064025],[8.288287,50.0064488]]}",0.03,0,1,0,1.308
"(2885195941, 2175078332)",62,Wittichweg,"{""type"":""LineString"",""coordinates"":[[8.2401257,49.995093],[8.241074,49.9952979],[8.2418362,49.9954627],[8.241872,49.9954704]]}",0.132,0,0,1,0.834
"(6246502333, 2557632075)",62,Generaloberst-Beck-Straße,"{""type"":""LineString"",""coordinates"":[[8.2694996,49.9761996],[8.269592,49.9761582],[8.2696938,49.9761093],[8.2697598,49.9760638],[8.2698628,49.9759878],[8.2699742,49.975903]]}",0.048,0,0,1,1.558
"(3414575526, 544292290)",62,Weißliliengasse,"{""type"":""LineString"",""coordinates"":[[8.2736504,49.9953986],[8.2734982,49.99541],[8.2733252,49.9954347],[8.2731305,49.995485]]}",0.039,0,1,0,0.323
"(244026591, 244026589)",62,Am Schinnergraben,"{""type"":""LineString"",""coordinates"":[[8.280641900000001,49.9651543],[8.2806939,49.9648812],[8.2806928,49.9646187],[8.280668,49.9644791],[8.2806307,49.9641751]]}",0.109,0,0,1,0.329
"(1561837791, 30652218)",62,Elbestraße,"{""type"":""LineString"",""coordinates"":[[8.21891,50.0051358],[8.2183343,50.0049881],[8.2181274,50.0049344],[8.2176597,50.0048062],[8.216913,50.0046095]]}",0.154,0,1,0,1.756
"(114167331, 34439744)",62,Portlandstraße,"{""type"":""LineString"",""coordinates"":[[8.2989712,49.9797581],[8.298529,49.980103]]}",0.05,0,1,0,0.03
"(9052810277, 1613712627)",62,Heiligkreuzweg,"{""type"":""LineString"",""coordinates"":[[8.2873602,49.9775083],[8.2877227,49.9776384],[8.2879362,49.977715]]}",0.047,0,1,0,0.581
"(255328496, 255328498)",62,,"{""type"":""LineString"",""coordinates"":[[8.25582,50.0004064],[8.2558861,50.0004399],[8.2566818,50.0008286]]}",0.077,0,0,0,0.548
"(39711979, 3639349863)",62,Breite Straße,"{""type"":""LineString"",""coordinates"":[[8.2141275,50.0038562],[8.2134417,50.0036591],[8.2133535,50.0036348],[8.2132145,50.0035966]]}",0.071,0,1,0,2.117
"(529430, 29565443)",62,Rheinstraße,"{""type"":""LineString"",""coordinates"":[[8.2806291,49.9946578],[8.2802936,49.9949537]]}",0.041,0,1,0,0.807
"(256329445, 7228080635)",61,Kästrich,"{""type"":""LineString"",""coordinates"":[[8.2661146,49.9949159],[8.2665446,49.9947846]]}",0.034,0,0,1,0.358
"(255454823, 1561805958)",61,Hauptstraße,"{""type"":""LineString"",""coordinates"":[[8.2304871,50.0203714],[8.2310041,50.0201025],[8.2310914,50.0200571]]}",0.056,0,0,1,1.634
"(5983401485, 3394896520)",61,Rheinallee,"{""type"":""LineString"",""coordinates"":[[8.2601311,50.0129716],[8.260155,50.0129599],[8.2615223,50.0122767]]}",0.126,0,0,1,0.731
"(697194345, 1413872782)",61,Am Linsenberg,"{""type"":""LineString"",""coordinates"":[[8.2577599,49.9990582],[8.2577734,49.9990043],[8.2577816,49.9989718],[8.2577965,49.9989124]]}",0.016,0,1,0,0.738
"(3379461198, 697202638)",61,,"{""type"":""LineString"",""coordinates"":[[8.2672387,49.9875231],[8.2671432,49.9874118],[8.2670727,49.9873592],[8.2670174,49.9873336],[8.2669607,49.9873185],[8.2668984,49.9873185]]}",0.036,1,0,0,1.104
"(255451559, 255457992)",61,Hauptstraße,"{""type"":""LineString"",""coordinates"":[[8.2286645,50.0215223],[8.2289156,50.0213398]]}",0.027,0,0,1,1.838
"(165097898, 256514562)",61,Pariser Straße,"{""type"":""LineString"",""coordinates"":[[8.2653011,49.986081],[8.2639885,49.9849501]]}",0.157,0,1,0,1.289
"(1392923781, 701809326)",61,,"{""type"":""LineString"",""coordinates"":[[8.2438459,49.9883912],[8.2441651,49.9888595]]}",0.057,1,0,0,1.48
"(1933841798, 114215158)",61,,"{""type"":""LineString"",""coordinates"":[[8.2800892,50.0079157],[8.2803861,50.0079902],[8.2804732,50.0080211]]}",0.03,0,1,0,0.734
"(7975519519, 205071478)",61,Robert-Koch-Straße,"{""type"":""LineString"",""coordinates"":[[8.262497,49.9580889],[8.2632639,49.9582329],[8.2638722,49.9583694]]}",0.103,0,0,0,0.809
"(1602738991, 1602738997)",61,Essenheimer Straße,"{""type"":""LineString"",""coordinates"":[[8.242396,49.9792878],[8.2429572,49.9794285],[8.2430705,49.9794569],[8.2434355,49.9795475],[8.2439148,49.9796672]]}",0.117,0,1,0,2.496
"(310759110, 7007791054)",61,Wormser Straße,"{""type"":""LineString"",""coordinates"":[[8.2996284,49.9854725],[8.2989725,49.9858311],[8.2985344,49.986094],[8.2983926,49.9861818]]}",0.118,0,0,1,0.613
"(6788633314, 529512281)",61,Hegelstraße,"{""type"":""LineString"",""coordinates"":[[8.2347387,49.9959675],[8.2336767,49.9957349]]}",0.08,0,0,1,1.142
"(6888480292, 1687780434)",60,Mombacher Straße,"{""type"":""LineString"",""coordinates"":[[8.2430119,50.011787],[8.242728,50.0120066],[8.2419826,50.0125889]]}",0.116,0,1,0,0.437
"(747025261, 295381855)",60,Wallstraße,"{""type"":""LineString"",""coordinates"":[[8.2424324,50.0112362],[8.2426851,50.0110617],[8.2427055,50.0110511],[8.2430734,50.0108499],[8.2432197,50.0107468]]}",0.078,0,0,1,0.321
"(223530556, 9459764092)",60,Heinrich-von-Gagern-Straße,"{""type"":""LineString"",""coordinates"":[[8.2869852,49.9859474],[8.2874396,49.9863422],[8.2876526,49.9864834],[8.2879557,49.9866848],[8.2879675,49.9866929]]}",0.109,0,0,1,1.023
"(1696857628, 11409555306)",60,Wallstraße,"{""type"":""LineString"",""coordinates"":[[8.2431505,50.0106395],[8.2431159,50.0105412],[8.2430947,50.0104281]]}",0.024,0,1,0,0.288
"(160521805, 1153333121)",60,Welschnonnengasse,"{""type"":""LineString"",""coordinates"":[[8.2676632,50.0006931],[8.2676316,50.0006822],[8.2676089,50.0006685],[8.267586,50.0006535],[8.267571,50.0006315],[8.267396,50.0003544]]}",0.043,0,0,1,0.374
"(27633884, 253750809)",60,Weintorstraße,"{""type"":""LineString"",""coordinates"":[[8.2776631,49.9982193],[8.2771503,49.9980072],[8.2771137,49.9979805],[8.2770852,49.9979466]]}",0.052,0,0,1,0.538
"(255326648, 697199353)",60,Frauenlobstraße,"{""type"":""LineString"",""coordinates"":[[8.2654706,50.0095324],[8.2659184,50.0099238]]}",0.054,0,0,1,0.322
"(4751405743, 10154516248)",60,Hartmühlenweg,"{""type"":""LineString"",""coordinates"":[[8.2398538,50.0157218],[8.2398152,50.0157325],[8.239772,50.0157416],[8.2396939,50.0157534],[8.239607,50.015764],[8.2395178,50.0157719]]}",0.025,0,0,1,0.918
"(4187281533, 31390444)",60,Geschwister-Scholl-Straße,"{""type"":""LineString"",""coordinates"":[[8.2688693,49.9811161],[8.268954,49.9808403],[8.2689703,49.9807867],[8.2690057,49.9806695]]}",0.051,0,1,0,1.804
"(8874552307, 122351461)",60,Steinern Straße,"{""type"":""LineString"",""coordinates"":[[8.2904391,50.0105169],[8.2909819,50.0108397]]}",0.053,0,0,1,1.497
"(593857717, 593857718)",60,Obere Kreuzstraße,"{""type"":""LineString"",""coordinates"":[[8.2187763,50.0149465],[8.2186407,50.0146556]]}",0.034,0,1,0,1.922
"(2252713667, 5779056946)",60,Steinern Straße,"{""type"":""LineString"",""coordinates"":[[8.2942452,50.0125607],[8.294576,50.0127061],[8.2947852,50.0128058],[8.294817,50.0128214]]}",0.05,0,0,1,1.735
"(5316033212, 5316033171)",60,Dalheimer Weg,"{""type"":""LineString"",""coordinates"":[[8.2238221,49.9863274],[8.2249505,49.9865759]]}",0.085,0,0,0,2.362
"(31350707, 34582553)",60,Friedrich-Ebert-Straße,"{""type"":""LineString"",""coordinates"":[[8.2947197,49.9774039],[8.2944507,49.977702],[8.2943418,49.977826]]}",0.054,0,0,1,0.095
"(404340310, 4100315358)",60,Kostheimer Landstraße,"{""type"":""LineString"",""coordinates"":[[8.2961258,50.0026209],[8.2956135,50.0027958],[8.2944012,50.0032422],[8.2932439,50.0036739],[8.2921636,50.0040828],[8.2919198,50.0041845],[8.291692,50.0042895],[8.2915033,50.0043844],[8.29132,50.0044842],[8.291171,50.0045723],[8.2910648,50.0046377],[8.2909615,50.0047049],[8.2908414,50.0047878]]}",0.45,0,1,0,1.55
"(672933752, 4096890971)",60,Czernyweg,"{""type"":""LineString"",""coordinates"":[[8.255845,49.9956658],[8.2559226,49.9957108],[8.2559624,49.9957262],[8.2560551,49.9957423]]}",0.018,0,0,1,0.891
"(280750560, 1161762965)",60,,"{""type"":""LineString"",""coordinates"":[[8.2275558,50.0001751],[8.2276172,50.0001745],[8.2290156,50.0001593]]}",0.104,1,0,0,1.284
"(1613712627, 9663327581)",60,Heiligkreuzweg,"{""type"":""LineString"",""coordinates"":[[8.2879362,49.977715],[8.2881608,49.9777956],[8.2890698,49.9781217],[8.2891319,49.978144]]}",0.098,0,1,0,0.503
"(262515361, 244026591)",60,Am Schinnergraben,"{""type"":""LineString"",""coordinates"":[[8.2793523,49.9659401],[8.2803234,49.9653663],[8.2804846,49.9652672],[8.280641900000001,49.9651543]]}",0.127,0,0,1,0.399
"(210543700, 210543584)",60,Kaiser-Karl-Ring,"{""type"":""LineString"",""coordinates"":[[8.2495674,50.0137089],[8.2496027,50.0137608],[8.2496459,50.0138118],[8.2507601,50.0149513]]}",0.162,0,1,0,0.761
"(7790712514, 7790712509)",60,Heiligkreuzweg,"{""type"":""LineString"",""coordinates"":[[8.2816321,49.9758402],[8.2820104,49.9758852]]}",0.028,0,1,0,1.014
"(7790712514, 7790712509)",60,Heiligkreuzweg,"{""type"":""LineString"",""coordinates"":[[8.2816321,49.9758402],[8.2820104,49.9758852]]}",0.028,0,1,0,1.014
"(8972683124, 11182361599)",60,"['Schillerplatz', 'Schillerstraße']","{""type"":""LineString"",""coordinates"":[[8.2667288,49.9988575],[8.2667857,49.9988137],[8.2668079,49.9987954]]}",0.009,0,0,1,0.261
"(8645232979, 27362587)",60,Römerwall,"{""type"":""LineString"",""coordinates"":[[8.2568415,49.9978945],[8.2569659,49.9978618],[8.2569976,49.9978535],[8.2571441,49.997815],[8.2571722,49.9978076],[8.2572828,49.9977829],[8.2574982,49.9977403],[8.2579584,49.9976579],[8.257978,49.9976553],[8.258117500000001,49.9976299]]}",0.096,0,1,0,0.756
"(9573668523, 1303988934)",60,,"{""type"":""LineString"",""coordinates"":[[8.289857,49.9859442],[8.2898378,49.9859296],[8.2898231,49.9859043],[8.289804,49.9858831],[8.2897845,49.9858654],[8.2897584,49.9858489],[8.2897291,49.9858437],[8.2897043,49.985849],[8.2887547,49.9864731]]}",0.114,0,0,1,0.873
"(3394896518, 11190621441)",60,An den Grachten,"{""type"":""LineString"",""coordinates"":[[8.2583014,50.0141548],[8.2581594,50.0140419],[8.2581285,50.014017],[8.258093,50.0139883],[8.2580726,50.0139744]]}",0.026,0,0,1,1.041
"(27636507, 288805632)",60,John-F.-Kennedy-Straße,"{""type"":""LineString"",""coordinates"":[[8.2483453,50.0016754],[8.2482144,50.0016675],[8.2476033,50.0016276]]}",0.053,0,0,1,0.036
"(1269638490, 255326640)",60,Kaiserstraße,"{""type"":""LineString"",""coordinates"":[[8.2684965,50.0093402],[8.268838,50.0096997]]}",0.047,0,0,1,0.145
"(2025032901, 27150663)",60,Kirsteinstraße,"{""type"":""LineString"",""coordinates"":[[8.2505146,49.9899874],[8.2504141,49.9905146]]}",0.059,0,0,1,1.288
"(2025032901, 27150663)",60,Kirsteinstraße,"{""type"":""LineString"",""coordinates"":[[8.2505146,49.9899874],[8.2504141,49.9905146]]}",0.059,0,0,1,1.288
"(10992709354, 1783146268)",60,Binger Straße,"{""type"":""LineString"",""coordinates"":[[8.263874,50.0002313],[8.2638452,50.0002221],[8.2637676,50.0001987],[8.2636875,50.0001794],[8.2636054,50.0001643],[8.2635215,50.0001535]]}",0.027,0,1,0,0.525
"(7673209911, 529503)",60,Am Rosengarten,"{""type"":""LineString"",""coordinates"":[[8.2787092,49.990562],[8.2786792,49.9905552],[8.2786375,49.9905388],[8.2785825,49.9905172]]}",0.01,0,0,1,0.991
"(11862771245, 11862771243)",60,Rheinstraße,"{""type"":""LineString"",""coordinates"":[[8.274022,50.0034427],[8.2742095,50.0031633],[8.2743121,50.0030289]]}",0.05,0,0,0,0.605
"(1323661647, 27636507)",60,Sophie-Cahn-Straße,"{""type"":""LineString"",""coordinates"":[[8.248562,50.0002233],[8.2485578,50.0002524],[8.2485142,50.0005448],[8.2483934,50.0013532],[8.2483586,50.0015862],[8.2483453,50.0016754]]}",0.162,0,0,1,0.038
"(1182580626, 34581906)",60,Alexander-Diehl-Straße,"{""type"":""LineString"",""coordinates"":[[8.2911991,49.9832023],[8.2912499,49.9831694],[8.2913126,49.9831287],[8.2916275,49.9829242]]}",0.044,0,0,1,0.551
"(1887318226, 529730)",59,Am Gautor,"{""type"":""LineString"",""coordinates"":[[8.2663253,49.9927292],[8.2663526,49.992782],[8.2665214,49.9930291]]}",0.036,0,0,0,0.527
"(1577101269, 5765379987)",59,Steinern Straße,"{""type"":""LineString"",""coordinates"":[[8.293528,50.0122332],[8.2927657,50.0118549]]}",0.069,0,0,1,1.691
"(168485667, 262514239)",59,Bachstraße,"{""type"":""LineString"",""coordinates"":[[8.2814153,49.9639112],[8.2813833,49.9639212],[8.2813425,49.9639339],[8.2811272,49.9640061]]}",0.023,0,0,1,0.351
"(255735604, 9816991534)",59,Am Sportfeld,"{""type"":""LineString"",""coordinates"":[[8.2041156,50.0060014],[8.203061,50.0055537],[8.2029474,50.0055051]]}",0.1,0,0,1,2.313
"(4048366771, 4485903623)",59,Kostheimer Landstraße,"{""type"":""LineString"",""coordinates"":[[8.2898943,50.005602],[8.2895949,50.0058949],[8.2894371,50.0060606]]}",0.061,0,1,0,1.422
"(27715981, 8480820853)",59,Feldbergstraße,"{""type"":""LineString"",""coordinates"":[[8.2608573,50.0106364],[8.2593676,50.0104648],[8.2593203,50.010459]]}",0.112,0,0,1,0.678
"(255308074, 30772226)",59,Hindenburgstraße,"{""type"":""LineString"",""coordinates"":[[8.2583338,50.0088759],[8.2575965,50.0092182],[8.2574047,50.0093095]]}",0.082,0,0,1,0.806
"(248497286, 243316851)",59,Am Stiftswingert,"{""type"":""LineString"",""coordinates"":[[8.2810197,49.9884309],[8.2803735,49.9882555],[8.2797437,49.9880954]]}",0.099,0,1,0,1.256
"(10308371764, 1211223365)",59,Hauptstraße,"{""type"":""LineString"",""coordinates"":[[8.2340354,50.0185625],[8.2336971,50.0187331],[8.2332629,50.0189521]]}",0.07,0,0,1,1.382
"(256521552, 698097120)",59,Obere Zahlbacher Straße,"{""type"":""LineString"",""coordinates"":[[8.2632754,49.9918222],[8.2629063,49.9917239],[8.2623585,49.9915884],[8.2618217,49.9914709]]}",0.111,0,1,0,0.762
"(256062572, 262876688)",59,Dijonstraße,"{""type"":""LineString"",""coordinates"":[[8.2338818,49.9990192],[8.2331633,49.9986783]]}",0.064,0,0,1,1.041
"(255328992, 598472964)",59,Benjamin-Franklin-Straße,"{""type"":""LineString"",""coordinates"":[[8.2529104,50.0019698],[8.2533663,50.0016805],[8.2536902,50.0014708]]}",0.079,0,0,1,0.302
"(255465355, 255465367)",59,An der Plantage,"{""type"":""LineString"",""coordinates"":[[8.2321358,50.0144987],[8.2312419,50.015125],[8.2304625,50.015708]]}",0.18,0,0,1,1.101
"(31237138, 27633890)",59,Holzstraße,"{""type"":""LineString"",""coordinates"":[[8.2778396,49.9969269],[8.2779918,49.9969707],[8.2784039,49.9970892]]}",0.044,0,0,1,0.589
"(700940407, 256522457)",59,Freiligrathstraße,"{""type"":""LineString"",""coordinates"":[[8.2698372,49.9906094],[8.2695102,49.990168],[8.2690261,49.9895146]]}",0.135,0,1,0,0.747
"(31237145, 4728576279)",59,Dagobertstraße,"{""type"":""LineString"",""coordinates"":[[8.2787541,49.9944336],[8.2781075,49.9942535],[8.278046,49.9942364],[8.2776645,49.9941325],[8.2776489,49.9941282],[8.2775574,49.9941032]]}",0.093,0,0,1,0.67
"(264143360, 304339491)",59,Rheinstraße,"{""type"":""LineString"",""coordinates"":[[8.279253,49.9960166],[8.2793869,49.9958744]]}",0.018,0,1,0,0.703
"(256517968, 6787602886)",59,Schaftriebweg,"{""type"":""LineString"",""coordinates"":[[8.2540503,49.9861861],[8.2541394,49.9862014],[8.2542062,49.9862023],[8.2542603,49.9862003],[8.2554145,49.985879],[8.2557474,49.985785]]}",0.131,0,0,1,1.623
"(3385781963, 255447041)",59,Hauptstraße,"{""type"":""LineString"",""coordinates"":[[8.2214355,50.0227582],[8.2218922,50.0227728],[8.2219891,50.0227749]]}",0.04,0,0,1,2.269
"(8496863970, 7104139471)",59,,"{""type"":""LineString"",""coordinates"":[[8.2498236,50.0182368],[8.2497222,50.0182867],[8.2496178,50.0183426],[8.2493935,50.0184604],[8.2490266,50.0186479],[8.248902,50.0187031],[8.2483102,50.0189764],[8.2482036,50.0190256]]}",0.145,1,0,0,1.225
"(2137895114, 255734841)",59,Radweg,"{""type"":""LineString"",""coordinates"":[[8.3000698,49.9791011],[8.3002185,49.9790686],[8.3008048,49.9789404]]}",0.056,0,0,1,0.166
